rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
1605,topic,n,58410,58.82,0.05,0.00,0.07,0.93,13766,11945,1004,4797,1947,4518,5290,15143,110.79,92.88,7.84,38.03,16.46,35.83,43.45,126.41
1615,session,n,58108,58.52,0.11,0.01,0.06,0.95,6206,8174,2721,6368,2519,7619,10373,14128,49.95,63.55,21.25,50.49,21.29,60.42,85.20,117.94
1625,wine,n,57614,58.02,0.10,0.01,0.04,0.94,5347,5385,6613,3249,10237,10340,14792,1651,43.03,41.87,51.63,25.76,86.52,82.00,121.50,13.78
1635,youth,n,57132,57.53,0.15,0.01,0.05,0.93,5324,6617,2152,3189,4503,6759,10450,18138,42.85,51.45,16.80,25.28,38.06,53.60,85.84,151.41
1645,extend,v,56458,56.85,0.03,0.00,0.08,0.96,6463,8878,1432,3896,5604,9405,7214,13566,52.01,69.03,11.18,30.89,47.36,74.59,59.26,113.25
1655,surprise,n,56116,56.51,0.05,0.01,0.08,0.98,6208,5972,9600,7166,10166,7749,6440,2815,49.96,46.43,74.96,56.81,85.92,61.46,52.90,23.50
1665,slightly,r,55389,55.78,0.02,0.00,0.08,0.96,6762,7408,1433,3020,12467,11592,6223,6484,54.42,57.60,11.19,23.94,105.36,91.93,51.12,54.13
1675,lift,v,54954,55.34,0.06,0.01,0.07,0.92,3535,4547,4072,4323,22199,8602,5472,2204,28.45,35.35,31.79,34.27,187.62,68.22,44.95,18.40
1685,excuse,v,54672,55.06,0.69,0.02,0.05,0.90,1942,1731,38723,5224,5038,840,695,479,15.63,13.46,302.35,41.42,42.58,6.66,5.71,4.00
1695,desire,n,54265,54.65,0.03,0.00,0.07,0.96,7927,9409,2562,3035,6435,6582,4927,13388,63.80,73.16,20.00,24.06,54.39,52.20,40.47,111.76
1705,anywhere,r,53945,54.32,0.04,0.01,0.08,0.99,7377,6261,11953,7510,7399,6324,4966,2155,59.37,48.68,93.33,59.54,62.53,50.15,40.79,17.99
1715,grand,j,53325,53.70,0.34,0.01,0.07,0.97,5033,5704,6902,7050,5707,8684,10640,3605,40.51,44.35,53.89,55.89,48.23,68.87,87.40,30.09
1725,angry,j,52980,53.35,0.06,0.01,0.07,0.97,6810,6337,8153,8968,11188,4829,4998,1697,54.81,49.27,63.66,71.10,94.56,38.30,41.05,14.17
1735,struggle,v,52598,52.97,0.02,0.00,0.08,0.97,8014,7244,1917,5056,8219,7274,9876,4998,64.50,56.32,14.97,40.08,69.46,57.69,81.12,41.72
1745,neck,n,52214,52.58,0.04,0.01,0.06,0.92,2995,3935,6977,3285,22172,5827,3426,3597,24.10,30.60,54.48,26.04,187.39,46.21,28.14,30.03
1755,generate,v,51796,52.16,0.01,0.00,0.06,0.93,7558,9037,941,2473,1163,8487,6005,16132,60.83,70.26,7.35,19.61,9.83,67.31,49.33,134.67
1765,literature,n,51523,51.89,0.11,0.01,0.04,0.86,4075,5676,748,1345,2548,3346,2491,31294,32.80,44.13,5.84,10.66,21.53,26.54,20.46,261.24
1775,capture,v,51215,51.57,0.03,0.00,0.07,0.97,5919,7572,3317,5468,3312,9888,6808,8931,47.64,58.87,25.90,43.35,27.99,78.42,55.92,74.56
1785,studio,n,50758,51.11,0.20,0.02,0.05,0.96,5068,4955,3995,10005,3989,11325,8843,2578,40.79,38.53,31.19,79.32,33.71,89.82,72.64,21.52
1795,circle,n,50510,50.86,0.18,0.01,0.06,0.96,5051,6067,3757,2876,10406,7575,5700,9078,40.65,47.17,29.33,22.80,87.95,60.08,46.82,75.78
1805,colleague,n,50084,50.44,0.01,0.00,0.06,0.95,4334,5049,1912,6992,3198,10598,6507,11494,34.88,39.26,14.93,55.43,27.03,84.05,53.45,95.95
1815,works,n,49867,50.22,0.06,0.01,0.05,0.95,6365,9021,1852,2516,2042,8536,7324,12211,51.23,70.14,14.46,19.95,17.26,67.70,60.16,101.94
1825,comfortable,j,49532,49.88,0.01,0.00,0.07,0.98,6838,5840,5685,6084,5879,9280,6247,3679,55.03,45.41,44.39,48.23,49.69,73.60,51.31,30.71
1835,teaching,n,49167,49.51,0.04,0.00,0.04,0.88,5608,6240,1067,1413,1599,4450,3377,25413,45.13,48.52,8.33,11.20,13.51,35.29,27.74,212.15
1845,live,j,48836,49.18,0.16,0.02,0.06,0.96,7432,7321,4513,9301,2814,6512,8110,2833,59.81,56.92,35.24,73.74,23.78,51.65,66.62,23.65
1855,zone,n,48403,48.74,0.18,0.01,0.05,0.96,6063,6604,3633,4742,2334,9332,8548,7147,48.80,51.35,28.37,37.59,19.73,74.01,70.21,59.66
1865,minority,n,48052,48.39,0.09,0.01,0.05,0.93,6919,6302,527,6425,326,5208,8619,13726,55.68,49.00,4.11,50.94,2.76,41.30,70.80,114.58
1875,gender,n,47825,48.73,0.10,0.00,0.03,0.87,6552,6028,545,2306,947,3823,2690,25503,52.73,46.87,4.26,18.28,8.00,30.32,22.10,212.90
1885,domestic,j,47518,47.85,0.07,0.00,0.05,0.94,5337,6069,1117,5964,1505,6268,7286,13972,42.95,47.19,8.72,47.28,12.72,49.71,59.85,116.64
1895,percentage,n,47208,47.54,0.06,0.00,0.05,0.93,6842,7151,589,3041,475,5913,8404,14793,55.06,55.60,4.60,24.11,4.01,46.89,69.03,123.49
1905,request,n,46865,47.19,0.03,0.00,0.06,0.95,5972,10893,2715,3857,2910,5433,9208,5877,48.06,84.70,21.20,30.58,24.59,43.09,75.64,49.06
1915,fee,n,46768,47.10,0.05,0.01,0.04,0.94,6465,8422,1669,2480,1598,8322,12783,5029,52.03,65.48,13.03,19.66,13.51,66.00,105.00,41.98
1925,tooth,n,46405,46.73,0.04,0.01,0.05,0.93,4032,4531,7273,2801,17800,5845,2374,1749,32.45,35.23,56.79,22.21,150.44,46.36,19.50,14.60
1935,self,n,46225,46.55,0.09,0.01,0.05,0.94,10432,9628,2412,1778,4694,3818,1719,11744,83.96,74.86,18.83,14.10,39.67,30.28,14.12,98.04
1945,chapter,n,45911,46.23,0.31,0.04,0.05,0.94,5651,12789,1862,2559,5337,3710,4771,9232,45.48,99.44,14.54,20.29,45.11,29.42,39.19,77.07
1955,shift,v,45537,45.86,0.04,0.00,0.07,0.96,5004,5408,1594,3286,9523,7205,5718,7799,40.27,42.05,12.45,26.05,80.48,57.14,46.97,65.11
1965,convention,n,45389,45.71,0.34,0.01,0.04,0.92,5860,7220,1404,8701,1179,4680,7081,9264,47.16,56.14,10.96,68.98,9.96,37.12,58.16,77.34
1975,scream,v,45103,45.42,0.12,0.08,0.05,0.94,3956,3843,11883,4123,14394,3429,3010,465,31.84,29.88,92.78,32.69,121.65,27.19,24.72,3.88
1985,extent,n,44804,45.12,0.01,0.00,0.06,0.92,5779,7307,606,5658,1178,3756,2908,17612,46.51,56.81,4.73,44.86,9.96,29.79,23.89,147.02
1995,accuse,v,44491,44.80,0.02,0.00,0.06,0.94,5552,5075,2845,9552,2416,4998,11224,2829,44.68,39.46,22.21,75.73,20.42,39.64,92.19,23.62
2005,farmer,n,44255,44.57,0.13,0.01,0.04,0.95,4833,4792,1826,3832,3708,8200,9159,7905,38.90,37.26,14.26,30.38,31.34,65.03,75.23,65.99
2015,contribution,n,43738,44.05,0.04,0.00,0.05,0.93,5341,7442,784,3308,789,5450,6584,14040,42.98,57.86,6.12,26.23,6.67,43.22,54.08,117.20
2025,question,v,43506,43.81,0.02,0.00,0.07,0.98,6432,6070,3595,6826,3605,4146,6847,5985,51.77,47.20,28.07,54.12,30.47,32.88,56.24,49.96
2035,era,n,43331,43.64,0.07,0.02,0.06,0.95,5994,6096,1042,4045,1738,7849,7816,8751,48.24,47.40,8.14,32.07,14.69,62.25,64.20,73.05
2045,expose,v,43119,43.42,0.02,0.00,0.06,0.97,6177,6455,2852,3965,3764,6849,4571,8486,49.71,50.19,22.27,31.43,31.81,54.32,37.55,70.84
2055,guide,n,42871,43.17,0.26,0.02,0.05,0.95,4906,6781,1641,2040,3024,11367,5500,7612,39.48,52.72,12.81,16.17,25.56,90.15,45.18,63.54
2065,escape,v,42473,42.77,0.03,0.01,0.06,0.98,3790,6037,6530,3518,8528,5495,4741,3834,30.50,46.94,50.99,27.89,72.07,43.58,38.94,32.01
2075,eliminate,v,42246,42.54,0.04,0.00,0.06,0.95,6261,6504,1819,3812,957,7558,6795,8540,50.39,50.57,14.20,30.22,8.09,59.94,55.81,71.29
2085,pretty,j,41937,42.23,0.10,0.01,0.06,0.96,4405,3913,12793,3848,10022,3972,2443,541,35.45,30.42,99.89,30.51,84.70,31.50,20.07,4.52
2095,muscle,n,41650,41.94,0.04,0.01,0.04,0.94,3588,4364,2765,2045,7125,12539,3157,6067,28.88,33.93,21.59,16.21,60.22,99.44,25.93,50.65
2105,far,c,41427,41.72,0.01,0.00,0.06,0.96,8081,6222,4240,9086,5398,3197,3214,1998,65.04,48.38,33.11,72.03,45.62,25.35,26.40,16.68
2115,cycle,n,41088,41.38,0.05,0.01,0.04,0.94,7072,7559,1479,2755,1689,6674,3607,10253,56.92,58.77,11.55,21.84,14.27,52.93,29.63,85.59
2125,judgment,n,40961,41.25,0.05,0.00,0.05,0.94,4320,7093,2377,6049,2406,3774,3535,11407,34.77,55.15,18.56,47.96,20.33,29.93,29.04,95.22
2135,lie,n,40794,41.08,0.07,0.02,0.05,0.96,9074,7311,6891,4883,5515,3393,2170,1557,73.03,56.84,53.80,38.71,46.61,26.91,17.82,13.00
2145,hand,v,40469,40.75,0.03,0.00,0.06,0.94,4468,4076,4300,3542,14190,4060,4410,1423,35.96,31.69,33.57,28.08,119.93,32.20,36.22,11.88
2155,fast,j,40261,40.54,0.12,0.02,0.06,0.98,6216,5780,4754,3698,4077,7862,5081,2793,50.03,44.94,37.12,29.32,34.46,62.35,41.74,23.32
2165,basketball,n,40007,40.29,0.11,0.01,0.03,0.92,3917,3184,2657,3851,2027,5358,16586,2427,31.52,24.76,20.75,30.53,17.13,42.49,136.24,20.26
2175,quote,v,39780,40.06,0.08,0.00,0.05,0.94,7184,6433,1381,10739,1596,3151,3764,5532,57.82,50.02,10.78,85.14,13.49,24.99,30.92,46.18
2185,immigration,n,39570,39.85,0.14,0.01,0.02,0.91,4250,5381,563,9837,463,3879,7921,7276,34.20,41.84,4.40,77.99,3.91,30.76,65.06,60.74
2195,separate,v,39416,39.69,0.03,0.00,0.06,0.97,4098,5709,2968,4173,4861,6136,4241,7230,32.98,44.39,23.17,33.08,41.08,48.66,34.84,60.36
2205,flow,n,39098,39.37,0.04,0.00,0.04,0.94,4685,5490,1638,2096,2382,6885,3884,12038,37.71,42.69,12.79,16.62,20.13,54.60,31.90,100.49
2215,technical,j,38887,39.16,0.12,0.00,0.05,0.93,4986,6532,1077,2694,1078,5422,4338,12760,40.13,50.79,8.41,21.36,9.11,43.00,35.63,106.52
2225,mark,n,38593,38.86,0.03,0.01,0.06,0.98,4736,5516,4937,3242,5438,5801,5503,3420,38.12,42.89,38.55,25.70,45.96,46.01,45.20,28.55
2235,soil,n,38159,38.43,0.05,0.00,0.03,0.91,2525,3554,1132,1599,3003,11509,3320,11517,20.32,27.63,8.84,12.68,25.38,91.28,27.27,96.14
2245,selection,n,37940,38.21,0.06,0.00,0.04,0.93,4649,6375,723,1439,1041,5583,6013,12117,37.42,49.57,5.65,11.41,8.80,44.28,49.39,101.15
2255,resolution,n,37841,38.11,0.10,0.00,0.04,0.93,4563,6643,719,7684,789,4680,4000,8763,36.72,51.65,5.61,60.92,6.67,37.12,32.86,73.15
2265,dude,n,37467,37.73,0.36,0.03,0.03,0.88,4553,2829,23799,1092,2767,1520,801,106,36.64,22.00,185.82,8.66,23.39,12.05,6.58,0.88
2275,slow,v,37312,37.57,0.08,0.01,0.06,0.98,3939,3878,5707,3295,7135,6356,4848,2154,31.70,30.15,44.56,26.12,60.30,50.41,39.82,17.98
2285,essentially,r,37053,37.31,0.08,0.00,0.06,0.95,6445,5773,832,8647,838,4851,3636,6031,51.87,44.89,6.50,68.55,7.08,38.47,29.87,50.35
2295,offense,n,36790,37.05,0.01,0.00,0.04,0.93,7895,5624,2610,2367,1401,3466,10927,2501,63.54,43.73,20.38,18.77,11.84,27.49,89.76,20.88
2305,fairly,r,36548,36.80,0.02,0.00,0.06,0.96,7259,6002,1344,6202,2718,5103,3562,4358,58.42,46.67,10.49,49.17,22.97,40.47,29.26,36.38
2315,pregnant,j,36303,36.56,0.03,0.01,0.04,0.98,4815,5157,7624,4789,4609,4578,2844,1887,38.75,40.10,59.53,37.97,38.95,36.31,23.36,15.75
2325,deficit,n,36029,36.28,0.03,0.00,0.03,0.91,6506,6079,230,8879,162,3375,5604,5194,52.36,47.27,1.80,70.39,1.37,26.77,46.03,43.36
2335,philosophy,n,35824,36.08,0.09,0.00,0.04,0.93,5934,6889,1158,2328,1540,3879,3378,10718,47.76,53.56,9.04,18.46,13.02,30.76,27.75,89.47
2345,prosecutor,n,35613,35.86,0.16,0.01,0.03,0.88,1787,2554,1064,12643,816,2915,11985,1849,14.38,19.86,8.31,100.23,6.90,23.12,98.45,15.44
2355,knife,n,35408,35.66,0.05,0.01,0.04,0.94,2404,2616,6728,2828,11332,5081,3423,996,19.35,20.34,52.53,22.42,95.77,40.30,28.12,8.31
2365,housing,n,35224,35.47,0.13,0.00,0.03,0.94,4918,4869,635,3824,990,4585,11039,4364,39.58,37.86,4.96,30.32,8.37,36.36,90.68,36.43
2375,pop,v,34932,35.18,0.14,0.02,0.05,0.97,4354,3588,6119,3026,7743,5478,3914,710,35.04,27.90,47.78,23.99,65.44,43.44,32.15,5.93
2385,publication,n,34656,34.90,0.13,0.00,0.04,0.92,4153,7474,270,1076,917,5033,3771,11962,33.42,58.11,2.11,8.53,7.75,39.92,30.98,99.86
2395,beneath,i,34337,34.58,0.07,0.00,0.04,0.89,1529,2450,1634,1099,17392,5569,2630,2034,12.31,19.05,12.76,8.71,146.99,44.17,21.60,16.98
2405,pepper,n,34195,34.44,0.11,0.01,0.02,0.85,1342,1363,1509,1433,1617,16236,10136,559,10.80,10.60,11.78,11.36,13.67,128.76,83.26,4.67
2415,accomplish,v,33992,34.23,0.01,0.00,0.05,0.96,5913,5932,1810,3912,2083,4407,3659,6276,47.59,46.12,14.13,31.01,17.60,34.95,30.06,52.39
2425,consist,v,33777,34.01,0.01,0.00,0.05,0.91,3325,6507,386,558,1554,4803,2282,14362,26.76,50.59,3.01,4.42,13.13,38.09,18.74,119.89
2435,engineering,n,33630,33.87,0.22,0.01,0.03,0.91,4082,4001,1461,1437,1450,5326,4195,11678,32.85,31.11,11.41,11.39,12.25,42.24,34.46,97.49
2445,jail,n,33453,33.69,0.08,0.01,0.04,0.95,2999,2804,5941,7770,2601,2629,7315,1394,24.14,21.80,46.39,61.60,21.98,20.85,60.09,11.64
2455,brief,j,33229,33.46,0.04,0.01,0.05,0.96,3498,4521,1276,2608,5698,4335,4296,6997,28.15,35.15,9.96,20.68,48.16,34.38,35.29,58.41
2465,shout,v,33053,33.29,0.05,0.02,0.04,0.89,2314,2884,2784,1569,16593,3285,2805,819,18.62,22.42,21.74,12.44,140.24,26.05,23.04,6.84
2475,avenue,n,32968,33.20,0.79,0.01,0.04,0.94,2963,2746,1855,2552,4646,4259,11330,2617,23.85,21.35,14.48,20.23,39.27,33.78,93.07,21.85
2485,scholar,n,32846,33.08,0.13,0.01,0.03,0.90,2584,4411,564,1578,1520,3962,3519,14708,20.80,34.30,4.40,12.51,12.85,31.42,28.91,122.78
2495,illness,n,32704,32.93,0.03,0.00,0.03,0.95,3881,4857,1185,3244,1990,5691,4523,7333,31.23,37.76,9.25,25.72,16.82,45.13,37.15,61.22
2505,awesome,j,32423,32.65,0.17,0.03,0.04,0.93,9910,6803,8492,2740,958,1819,1353,348,79.76,52.89,66.31,21.72,8.10,14.43,11.11,2.91
2515,designer,n,32303,32.53,0.09,0.01,0.03,0.93,5266,5031,1544,1812,1399,8900,5959,2392,42.38,39.12,12.06,14.37,11.82,70.58,48.95,19.97
2525,retire,v,32169,32.40,0.03,0.01,0.04,0.95,3854,3782,2375,3592,2659,4963,9309,1635,31.02,29.41,18.54,28.48,22.47,39.36,76.46,13.65
2535,incredible,j,31983,32.21,0.08,0.01,0.05,0.96,4712,3968,6046,7938,1980,3571,3018,750,37.92,30.85,47.21,62.93,16.73,28.32,24.79,6.26
2545,rarely,r,31748,31.97,0.04,0.00,0.05,0.96,4684,4436,849,1815,3716,6066,4617,5565,37.70,34.49,6.63,14.39,31.41,48.11,37.92,46.46
2555,giant,n,31557,31.78,0.50,0.01,0.03,0.93,4170,3918,1765,1910,2905,5359,10567,963,33.56,30.46,13.78,15.14,24.55,42.50,86.80,8.04
2565,stream,n,31393,31.61,0.08,0.01,0.04,0.95,3903,4252,1103,1347,5561,6929,3452,4846,31.41,33.06,8.61,10.68,47.00,54.95,28.36,40.45
2575,twitter,n,31238,31.46,0.91,0.00,0.03,0.87,10410,7448,386,3777,171,4820,3518,708,83.78,57.91,3.01,29.94,1.45,38.23,28.90,5.91
2585,accurate,j,31068,31.29,0.02,0.00,0.04,0.95,5822,5529,1174,3347,1163,4418,2878,6737,46.86,42.99,9.17,26.53,9.83,35.04,23.64,56.24
2595,pay,n,30935,31.15,0.06,0.01,0.04,0.96,5464,4922,2424,3174,2111,3642,7277,1921,43.97,38.27,18.93,25.16,17.84,28.88,59.77,16.04
2605,another,p,30791,31.01,0.00,0.00,0.04,0.97,3524,4858,1386,2414,5139,4995,2842,5633,28.36,37.77,10.82,19.14,43.43,39.61,23.34,47.02
2615,potentially,r,30671,30.89,0.02,0.00,0.05,0.94,4537,4268,671,4393,554,4839,3803,7606,36.51,33.18,5.24,34.83,4.68,38.38,31.24,63.49
2625,slide,v,30451,30.66,0.05,0.01,0.04,0.89,1674,2052,2017,1064,15793,4507,2147,1197,13.47,15.95,15.75,8.44,133.47,35.74,17.64,9.99
2635,rather,c,30233,30.45,0.14,0.00,0.05,0.95,5118,4870,555,2203,1896,5171,3785,6635,41.19,37.87,4.33,17.47,16.02,41.01,31.09,55.39
2645,reputation,n,29988,30.20,0.02,0.00,0.05,0.97,3798,3872,2458,3147,2747,4993,5626,3347,30.57,30.11,19.19,24.95,23.22,39.60,46.21,27.94
2655,giant,j,29852,30.06,0.09,0.01,0.04,0.97,3299,3487,3449,2252,5152,6513,4223,1477,26.55,27.11,26.93,17.85,43.54,51.65,34.69,12.33
2665,fishing,n,29682,29.89,0.09,0.01,0.03,0.93,1550,1903,2574,1736,3529,8178,5246,4966,12.47,14.80,20.10,13.76,29.83,64.86,43.09,41.46
2675,stranger,n,29572,29.78,0.08,0.01,0.04,0.96,3187,3629,4276,2186,8693,3192,2619,1790,25.65,28.22,33.39,17.33,73.47,25.32,21.51,14.94
2685,rape,n,29477,29.68,0.07,0.01,0.02,0.92,8191,5791,2315,4571,853,2511,3150,2095,65.92,45.03,18.08,36.24,7.21,19.91,25.87,17.49
2695,negotiation,n,29385,29.59,0.04,0.00,0.03,0.93,2621,3314,1022,6318,736,2601,5551,7222,21.09,25.77,7.98,50.09,6.22,20.63,45.60,60.29
2705,sequence,n,29257,29.46,0.04,0.01,0.02,0.91,2573,7360,1455,914,1687,3656,1556,10056,20.71,57.23,11.36,7.25,14.26,28.99,12.78,83.95
2715,weigh,v,29121,29.33,0.04,0.00,0.05,0.97,3071,3451,1839,4425,3269,6297,4295,2474,24.72,26.83,14.36,35.08,27.63,49.94,35.28,20.65
2725,electronic,j,29064,29.27,0.14,0.01,0.03,0.95,3385,4913,778,1792,1546,5778,4353,6519,27.24,38.20,6.07,14.21,13.07,45.82,35.76,54.42
2735,impression,n,28975,29.18,0.02,0.01,0.04,0.98,4339,3957,2503,3564,3834,3535,2811,4432,34.92,30.77,19.54,28.26,32.40,28.04,23.09,37.00
2745,visible,j,28886,29.09,0.02,0.00,0.04,0.95,2881,4125,665,1325,5064,6097,2829,5900,23.19,32.07,5.19,10.50,42.80,48.35,23.24,49.25
2755,restore,v,28777,28.98,0.05,0.01,0.04,0.97,4071,4679,1611,2929,1921,4908,4772,3884,32.76,36.38,12.58,23.22,16.24,38.92,39.20,32.42
2765,sauce,n,28639,28.84,0.10,0.02,0.02,0.88,1737,1609,2465,1402,1844,10538,8815,229,13.98,12.51,19.25,11.12,15.58,83.57,72.41,1.91
2775,detect,v,28574,28.77,0.02,0.00,0.03,0.93,2274,3889,1936,1533,2009,6453,2033,8447,18.30,30.24,15.12,12.15,16.98,51.18,16.70,70.51
2785,apologize,v,28462,28.66,0.03,0.01,0.04,0.97,3828,3199,8094,4591,3819,1999,2411,521,30.81,24.87,63.20,36.40,32.28,15.85,19.80,4.35
2795,airline,n,28327,28.53,0.28,0.01,0.02,0.90,2474,2299,927,6316,728,4221,10581,781,19.91,17.88,7.24,50.07,6.15,33.48,86.91,6.52
2805,cent,n,28231,28.43,0.03,0.00,0.03,0.95,4026,3595,2269,2693,1492,5051,6652,2453,32.40,27.95,17.72,21.35,12.61,40.06,54.64,20.48
2815,grandmother,n,28091,28.29,0.09,0.01,0.03,0.94,1960,2127,3637,2925,9523,3171,3251,1497,15.77,16.54,28.40,23.19,80.48,25.15,26.70,12.50
2825,manufacturer,n,27966,28.16,0.08,0.01,0.03,0.92,3589,3240,430,2110,399,9274,5008,3916,28.88,25.19,3.36,16.73,3.37,73.55,41.14,32.69
2835,roll,n,27831,28.03,0.10,0.02,0.04,0.97,2548,2861,3733,2926,4875,5152,4512,1224,20.51,22.24,29.15,23.20,41.20,40.86,37.06,10.22
2845,terrorist,n,27765,27.96,0.05,0.01,0.02,0.92,4392,3827,2223,7916,1079,2703,3467,2158,35.35,29.76,17.36,62.76,9.12,21.44,28.48,18.01
2855,violate,v,27630,27.82,0.01,0.00,0.04,0.96,4118,4694,1505,4029,936,2741,4983,4624,33.14,36.50,11.75,31.94,7.91,21.74,40.93,38.60
2865,unlikely,j,27546,27.74,0.02,0.00,0.05,0.96,4206,4148,893,2516,1909,4575,4333,4966,33.85,32.25,6.97,19.95,16.13,36.28,35.59,41.46
2875,idiot,n,27432,27.62,0.09,0.02,0.03,0.94,6587,4865,9706,981,3504,928,599,262,53.01,37.83,75.78,7.78,29.61,7.36,4.92,2.19
2885,stadium,n,27233,27.42,0.47,0.01,0.02,0.87,3260,2657,915,1893,882,2785,14180,661,26.24,20.66,7.14,15.01,7.45,22.09,116.48,5.52
2895,mix,n,27117,27.31,0.06,0.01,0.04,0.95,3985,3880,1024,1832,1776,6848,5272,2500,32.07,30.17,8.00,14.52,15.01,54.31,43.30,20.87
2905,incorporate,v,26974,27.16,0.06,0.00,0.04,0.91,2930,3538,445,958,464,4319,2468,11852,23.58,27.51,3.47,7.60,3.92,34.25,20.27,98.94
2915,taste,v,26826,27.01,0.03,0.01,0.03,0.95,2220,2184,4146,1839,5159,5238,5634,406,17.87,16.98,32.37,14.58,43.60,41.54,46.28,3.39
2925,possess,v,26713,26.90,0.02,0.00,0.04,0.95,3012,4940,2007,711,3595,3218,1922,7308,24.24,38.41,15.67,5.64,30.38,25.52,15.79,61.01
2935,stake,n,26539,26.73,0.05,0.01,0.04,0.97,3000,2761,2306,3860,1807,4510,5362,2933,24.14,21.47,18.01,30.60,15.27,35.77,44.04,24.48
2945,developer,n,26466,26.65,0.08,0.00,0.02,0.92,6826,5382,288,724,366,3676,6727,2477,54.94,41.85,2.25,5.74,3.09,29.15,55.26,20.68
2955,tiger,n,26334,26.52,0.72,0.02,0.02,0.92,2701,2292,2503,2942,2044,4607,8090,1155,21.74,17.82,19.54,23.32,17.27,36.54,66.45,9.64
2965,administrator,n,26195,26.38,0.12,0.00,0.03,0.90,2298,2833,278,1461,699,2602,5033,10991,18.49,22.03,2.17,11.58,5.91,20.64,41.34,91.75
2975,publisher,n,26079,26.26,0.18,0.01,0.03,0.93,5551,5383,534,1533,1072,3604,5142,3260,44.67,41.85,4.17,12.15,9.06,28.58,42.24,27.21
2985,variation,n,25982,26.16,0.06,0.01,0.03,0.89,2778,4346,365,570,917,3749,1436,11821,22.36,33.79,2.85,4.52,7.75,29.73,11.80,98.68
2995,tomato,n,25826,26.01,0.10,0.02,0.02,0.88,1552,1306,1470,1369,2291,10725,6561,552,12.49,10.15,11.48,10.85,19.36,85.06,53.89,4.61
3005,contest,n,25761,25.94,0.09,0.01,0.03,0.97,4077,3546,2724,2806,1708,3125,5254,2521,32.81,27.57,21.27,22.25,14.44,24.78,43.16,21.05
3015,load,n,25620,25.80,0.04,0.01,0.03,0.95,3906,3414,2652,992,2457,5085,2049,5065,31.44,26.54,20.71,7.86,20.77,40.33,16.83,42.28
3025,narrator,n,25554,25.73,0.62,0.20,0.01,0.82,443,2147,5522,430,11174,530,478,4830,3.57,16.69,43.12,3.41,94.44,4.20,3.93,40.32
3035,surprise,v,25449,25.63,0.05,0.01,0.04,0.97,3425,2750,3887,4627,5015,2595,2390,760,27.56,21.38,30.35,36.68,42.38,20.58,19.63,6.34
3045,purchase,n,25302,25.48,0.04,0.00,0.03,0.95,4697,4733,619,1076,1243,4461,5242,3231,37.80,36.80,4.83,8.53,10.51,35.38,43.06,26.97
3055,fate,n,25194,25.37,0.08,0.01,0.04,0.98,2497,3185,3682,2093,4177,3462,2902,3196,20.10,24.76,28.75,16.59,35.30,27.46,23.84,26.68
3065,surprising,j,25114,25.29,0.02,0.00,0.04,0.96,3391,3444,867,3274,1799,4757,2886,4696,27.29,26.78,6.77,25.96,15.20,37.73,23.71,39.20
3075,adapt,v,24934,25.11,0.09,0.01,0.04,0.94,3203,3566,833,1064,1033,4579,3169,7487,25.78,27.73,6.50,8.44,8.73,36.32,26.03,62.50
3085,random,j,24886,25.06,0.14,0.01,0.03,0.95,4838,4755,1904,1222,2093,2583,1955,5536,38.94,36.97,14.87,9.69,17.69,20.49,16.06,46.21
3095,smell,n,24783,24.96,0.03,0.00,0.03,0.90,1711,1753,3242,1021,12122,2748,1413,773,13.77,13.63,25.31,8.09,102.45,21.79,11.61,6.45
3105,tourist,n,24638,24.81,0.08,0.01,0.03,0.96,2146,1907,1293,2728,4154,3830,5357,3223,17.27,14.83,10.10,21.63,35.11,30.37,44.00,26.91
3115,stable,j,24549,24.72,0.02,0.00,0.03,0.96,2813,3435,1814,1814,1711,4259,2318,6385,22.64,26.71,14.16,14.38,14.46,33.78,19.04,53.30
3125,update,n,24444,24.62,0.12,0.02,0.03,0.91,7565,5555,991,2792,450,3396,2385,1310,60.88,43.19,7.74,22.13,3.80,26.93,19.59,10.94
3135,friendship,n,24359,24.53,0.09,0.01,0.03,0.97,2712,4001,2990,1901,2631,3501,2697,3926,21.83,31.11,23.35,15.07,22.24,27.77,22.15,32.77
3145,humor,n,24213,24.38,0.05,0.00,0.03,0.97,3314,4300,2222,2641,2900,3334,3394,2108,26.67,33.43,17.35,20.94,24.51,26.44,27.88,17.60
3155,chemical,n,24096,24.27,0.15,0.00,0.02,0.95,2286,2762,1487,2249,1103,6672,3123,4414,18.40,21.48,11.61,17.83,9.32,52.91,25.65,36.85
3165,silly,j,24001,24.17,0.07,0.01,0.04,0.97,5135,3800,4973,2016,4214,1904,1534,425,41.33,29.55,38.83,15.98,35.61,15.10,12.60,3.55
3175,lifestyle,n,23917,24.09,0.05,0.01,0.03,0.95,4492,3778,933,2450,682,4887,3095,3600,36.15,29.37,7.28,19.42,5.76,38.76,25.42,30.05
3185,crap,n,23756,23.92,0.07,0.02,0.03,0.93,6299,4188,8764,749,2503,735,437,81,50.69,32.56,68.43,5.94,21.15,5.83,3.59,0.68
3195,imagination,n,23622,23.79,0.05,0.00,0.03,0.96,2724,3291,2096,1489,3480,3527,1978,5037,21.92,25.59,16.37,11.80,29.41,27.97,16.25,42.05
